Região,Área,Pagamento,Opinião,Renda,Idade
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,1.03,22
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,1.03,22
Jaquereçaba,Educacional,Incentivos federais,Insatisfeito,1.03,22
Aratibutantã,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.04,22
Aratibutantã,Humanidades,Bolsas de estudo,Muito insatisfeito,1.04,22
Aratibutantã,Educacional,Bolsas de estudo,Insatisfeito,1.04,22
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.04,22
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.04,22
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.04,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.04,22
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.04,22
Baependinha,Humanidades,Bolsas de estudo,Indiferente,1.04,22
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.04,22
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,22
Baependinha,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Muito satisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Itamaracanã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.04,22
Itamaracanã,Educacional,Incentivos federais,Insatisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.04,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1.04,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.04,22
Jaquereçaba,Administração,Incentivos federais,Muito insatisfeito,1.04,22
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.04,22
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,1.04,22
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,22
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.04,22
Jaquereçaba,Humanidades,Incentivos federais,Muito insatisfeito,1.04,22
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.04,22
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.04,22
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.04,22
Baependinha,Educacional,Bolsas de estudo,Satisfeito,1.05,22
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.05,22
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.05,22
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.05,22
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.05,22
Baependinha,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.05,22
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.05,22
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.05,22
Itamaracanã,Computação e Matemática,Incentivos federais,Muito insatisfeito,1.05,22
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.05,22
Itamaracanã,Administração,Bolsas de estudo,Indiferente,1.05,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.05,22
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.05,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.05,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.05,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.05,22
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.05,22
Jaquereçaba,Administração,Incentivos federais,Muito insatisfeito,1.05,22
Jaquereçaba,Educacional,Incentivos federais,Muito insatisfeito,1.05,22
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.05,22
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.06,22
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.06,22
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.06,22
Baependinha,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.06,22
Itamaracanã,Humanidades,Incentivos federais,Muito insatisfeito,1.06,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Satisfeito,1.06,22
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.07,22
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.07,22
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.07,22
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.07,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.07,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.07,22
Itamaracanã,Humanidades,Incentivos federais,Insatisfeito,1.07,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.07,22
Jaquereçaba,Educacional,Bolsas de estudo,Satisfeito,1.07,22
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.07,22
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.08,22
Baependinha,Humanidades,Bolsas de estudo,Insatisfeito,1.08,22
Itamaracanã,Humanidades,Bolsas de estudo,Insatisfeito,1.08,22
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.08,22
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.08,22
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.08,22
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.09,22
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.09,22
Baependinha,Administração,Bolsas de estudo,Indiferente,1.09,22
Baependinha,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,1.09,22
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.09,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.09,22
Itamaracanã,Educacional,Bolsas de estudo,Muito satisfeito,1.09,22
Jaquereçaba,Administração,Bolsas de estudo,Indiferente,1.09,22
Jaquereçaba,Humanidades,Bolsas de estudo,Muito insatisfeito,1.09,22
,Administração,Bolsas de estudo,Insatisfeito,1.09,22
Aratibutantã,Administração,Bolsas de estudo,Indiferente,1.1,22
Baependinha,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.1,22
Baependinha,Humanidades,Bolsas de estudo,Indiferente,1.1,22
Baependinha,Computação e Matemática,Financiamento bancário,Insatisfeito,1.1,22
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.11,22
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.11,22
Aratibutantã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.12,22
Baependinha,Educacional,Bolsas de estudo,Satisfeito,1.12,22
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.12,22
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.12,22
Itamaracanã,Humanidades,Bolsas de estudo,Indiferente,1.12,22
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.12,22
Jaquereçaba,Administração,Bolsas de estudo,Indiferente,1.12,22
Jaquereçaba,Administração,Bolsas de estudo,Indiferente,1.12,22
Jaquereçaba,Administração,Bolsas de estudo,Satisfeito,1.12,22
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.13,22
Baependinha,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.13,22
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.13,22
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.13,22
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.13,22
Aratibutantã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.14,22
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.14,22
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.14,22
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,1.14,22
Jaquereçaba,Administração,Bolsas de estudo,Indiferente,1.14,22
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.14,22
Aratibutantã,Computação e Matemática,Bolsas de estudo,Insatisfeito,1.15,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.15,22
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.15,22
Jaquereçaba,Educacional,Bolsas de estudo,Satisfeito,1.15,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.16,22
Jaquereçaba,Computação e Matemática,Bolsas de estudo,Satisfeito,1.16,22
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.17,22
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.17,22
Baependinha,Engenharia e Produção,Bolsas de estudo,Indiferente,1.17,22
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.17,22
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.17,22
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.18,22
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.18,22
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.19,22
Jaquereçaba,Administração,Bolsas de estudo,Satisfeito,1.19,22
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.2,22
Aratibutantã,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.22,22
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.22,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.22,22
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.23,22
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.24,22
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.24,22
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.24,22
Baependinha,Administração,Bolsas de estudo,Satisfeito,1.26,22
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.26,22
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.29,22
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.29,22
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.31,22
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.31,22
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.32,22
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.34,22
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.35,22
Aratibutantã,Computação e Matemática,Financiamento bancário,Satisfeito,1.37,22
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.39,22
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.39,22
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.44,22
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.47,22
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.51,22
Paranapitanga,Engenharia e Produção,Financiamento bancário,Satisfeito,1.59,22
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,2.04,22
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.28,22
Aratibutantã,Educacional,Financiamento bancário,Indiferente,4.2,22
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,10.1,22
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,10.4,22
Baependinha,Educacional,Incentivos federais,Muito insatisfeito,1,23
Baependinha,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Satisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Humanidades,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1,23
Itamaracanã,Educacional,Incentivos federais,Insatisfeito,1,23
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,1.01,23
Baependinha,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Humanidades,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Humanidades,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Computação e Matemática,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Humanidades,Incentivos federais,Muito insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,23
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,1.01,23
Jaquereçaba,Educacional,Bolsas de estudo,Satisfeito,1.01,23
Jaquereçaba,Educacional,Incentivos federais,Muito insatisfeito,1.01,23
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.02,23
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.02,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Educacional,Incentivos federais,Muito insatisfeito,1.02,23
Baependinha,Educacional,Bolsas de estudo,Indiferente,1.02,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,23
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.02,23
